,pathway_accession,mapped_ids,pathway,components,subfamilies,associated_sequence,hugo_gene
2201,P00057,MOUSE|MGI=MGI=1927347|UniProtKB=O54941,Wnt signaling pathway,49,503,2224,Smarce1
2202,P00057,MOUSE|MGI=MGI=97599|UniProtKB=P16054,Wnt signaling pathway,49,503,2224,Prkce
2203,P00057,MOUSE|MGI=MGI=2144023|UniProtKB=Q5SRY7,Wnt signaling pathway,49,503,2224,Fbxw11
2204,P00057,MOUSE|MGI=MGI=2660884|UniProtKB=Q8BTH8,Wnt signaling pathway,49,503,2224,Csnk1g1
2205,P00057,MOUSE|MGI=MGI=88192|UniProtKB=Q3TKT4,Wnt signaling pathway,49,503,2224,Smarca4
2206,P00057,MOUSE|MGI=MGI=1346877|UniProtKB=Q62073,Wnt signaling pathway,49,503,2224,Map3k7
2207,P00057,MOUSE|MGI=MGI=95770|UniProtKB=P30678,Wnt signaling pathway,49,503,2224,Gna15
2208,P00057,MOUSE|MGI=MGI=107164|UniProtKB=P63328,Wnt signaling pathway,49,503,2224,Ppp3ca
2209,P00057,MOUSE|MGI=MGI=2388479|UniProtKB=Q6PD03,Wnt signaling pathway,49,503,2224,Ppp2r5a
2210,P00057,MOUSE|MGI=MGI=1196437|UniProtKB=Q6PCN7,Wnt signaling pathway,49,503,2224,Hltf
2211,P00057,MOUSE|MGI=MGI=109164|UniProtKB=Q80SZ7,Wnt signaling pathway,49,503,2224,Gng5
2212,P00057,MOUSE|MGI=MGI=88547|UniProtKB=O54833,Wnt signaling pathway,49,503,2224,Csnk2a2
2213,P00057,MOUSE|MGI=MGI=96623|UniProtKB=P11881,Wnt signaling pathway,49,503,2224,Itpr1
2214,P00057,MOUSE|MGI=MGI=95781|UniProtKB=P62874,Wnt signaling pathway,49,503,2224,Gnb1
2215,P00057,MOUSE|MGI=MGI=107172|UniProtKB=Q63810,Wnt signaling pathway,49,503,2224,Ppp3r1
2216,P00057,MOUSE|MGI=MGI=1203524|UniProtKB=P97496,Wnt signaling pathway,49,503,2224,Smarcc1
2217,P00057,MOUSE|MGI=MGI=107162|UniProtKB=P48455,Wnt signaling pathway,49,503,2224,Ppp3cc
2218,P00057,MOUSE|MGI=MGI=97595|UniProtKB=P20444,Wnt signaling pathway,49,503,2224,Prkca
2219,P00057,MOUSE|MGI=MGI=1096327|UniProtKB=O35625,Wnt signaling pathway,49,503,2224,Axin1
2220,P00057,MOUSE|MGI=MGI=1336169|UniProtKB=Q9CXP8,Wnt signaling pathway,49,503,2224,Gng10
2221,P00057,MOUSE|MGI=MGI=1934950|UniProtKB=Q8BK63,Wnt signaling pathway,49,503,2224,Csnk1a1
2222,P00057,MOUSE|MGI=MGI=1935129|UniProtKB=Q91ZW3,Wnt signaling pathway,49,503,2224,Smarca5
2223,P00057,MOUSE|MGI=MGI=1202876|UniProtKB=Q9Z1J1,Wnt signaling pathway,49,503,2224,Tcf7l1
2224,P00057,MOUSE|MGI=MGI=1276124|UniProtKB=Q8CHI8,Wnt signaling pathway,49,503,2224,Ep400
2225,P00057,MOUSE|MGI=MGI=97596|UniProtKB=P68404,Wnt signaling pathway,49,503,2224,Prkcb
2226,P00057,MOUSE|MGI=MGI=1321159|UniProtKB=P63330,Wnt signaling pathway,49,503,2224,Ppp2ca
2227,P00057,MOUSE|MGI=MGI=1933621|UniProtKB=Q99JR8,Wnt signaling pathway,49,503,2224,Smarcd2
2228,P00057,MOUSE|MGI=MGI=1915344|UniProtKB=Q6PDG5,Wnt signaling pathway,49,503,2224,Smarcc2
2229,P00057,MOUSE|MGI=MGI=88274|UniProtKB=P26231,Wnt signaling pathway,49,503,2224,Ctnna1
2230,P00057,MOUSE|MGI=MGI=1336172|UniProtKB=Q9QXE7,Wnt signaling pathway,49,503,2224,Tbl1x
2231,P00057,MOUSE|MGI=MGI=104798|UniProtKB=P06804,Wnt signaling pathway,49,503,2224,Tnf
2232,P00057,MOUSE|MGI=MGI=108062|UniProtKB=Q06986,Wnt signaling pathway,49,503,2224,Siah2
2233,P00057,MOUSE|MGI=MGI=1920014|UniProtKB=Q8BVP5,Wnt signaling pathway,49,503,2224,Csnk1g2
2234,P00057,MOUSE|MGI=MGI=1935147|UniProtKB=A2BH40,Wnt signaling pathway,49,503,2224,Arid1a
2235,P00057,MOUSE|MGI=MGI=1913842|UniProtKB=Q99JB2,Wnt signaling pathway,49,503,2224,Stoml2
2236,P00057,MOUSE|MGI=MGI=97250|UniProtKB=P01108,Wnt signaling pathway,49,503,2224,Myc
2237,P00057,MOUSE|MGI=MGI=97602|UniProtKB=Q02956,Wnt signaling pathway,49,503,2224,Prkcz
2238,P00057,MOUSE|MGI=MGI=97600|UniProtKB=P23298,Wnt signaling pathway,49,503,2224,Prkch
2239,P00057,MOUSE|MGI=MGI=2384987|UniProtKB=Q8R087,Wnt signaling pathway,49,503,2224,B4galt7
2240,P00057,MOUSE|MGI=MGI=1276116|UniProtKB=B2RWS6,Wnt signaling pathway,49,503,2224,Ep300
2241,P00057,MOUSE|MGI=MGI=1920591|UniProtKB=Q8K4I3,Wnt signaling pathway,49,503,2224,Arhgef6
2242,P00057,MOUSE|MGI=MGI=1917675|UniProtKB=Q8C4X2,Wnt signaling pathway,49,503,2224,Csnk1g3
2243,P00057,MOUSE|MGI=MGI=97598|UniProtKB=P28867,Wnt signaling pathway,49,503,2224,Prkcd
2244,P00057,MOUSE|MGI=MGI=894293|UniProtKB=P97471,Wnt signaling pathway,49,503,2224,Smad4
2245,P00057,MOUSE|MGI=MGI=97601|UniProtKB=Q02111,Wnt signaling pathway,49,503,2224,Prkcq
2246,P00057,MOUSE|MGI=MGI=104633|UniProtKB=Q62441,Wnt signaling pathway,49,503,2224,Tle4
2247,P00057,MOUSE|MGI=MGI=98507|UniProtKB=Q00417,Wnt signaling pathway,49,503,2224,Tcf7
2248,P00057,MOUSE|MGI=MGI=1349473|UniProtKB=Q61151,Wnt signaling pathway,49,503,2224,Ppp2r5e
2249,P00057,MOUSE|MGI=MGI=103296|UniProtKB=P97305,Wnt signaling pathway,49,503,2224,Nfatc3
2250,P00057,MOUSE|MGI=MGI=107163|UniProtKB=P48453,Wnt signaling pathway,49,503,2224,Ppp3cb
2251,P00057,MOUSE|MGI=MGI=106613|UniProtKB=Q60838,Wnt signaling pathway,49,503,2224,Dvl2
2252,P00057,MOUSE|MGI=MGI=1915308|UniProtKB=Q9CXF7,Wnt signaling pathway,49,503,2224,Chd1l
2253,P00057,MOUSE|MGI=MGI=104634|UniProtKB=Q08122,Wnt signaling pathway,49,503,2224,Tle3
2254,P00057,MOUSE|MGI=MGI=1915392|UniProtKB=Q6ZPV2,Wnt signaling pathway,49,503,2224,Ino80
2255,P00057,MOUSE|MGI=MGI=95784|UniProtKB=P62880,Wnt signaling pathway,49,503,2224,Gnb2
2256,P00057,MOUSE|MGI=MGI=1355272|UniProtKB=Q9DC28,Wnt signaling pathway,49,503,2224,Csnk1d
2257,P00057,MOUSE|MGI=MGI=102463|UniProtKB=Q60591,Wnt signaling pathway,49,503,2224,Nfatc2
2258,P00057,MOUSE|MGI=MGI=102469|UniProtKB=O88942,Wnt signaling pathway,49,503,2224,Nfatc1
2259,P00057,MOUSE|MGI=MGI=1201387|UniProtKB=O54949,Wnt signaling pathway,49,503,2224,Nlk
2260,P00057,MOUSE|MGI=MGI=1343091|UniProtKB=O88895,Wnt signaling pathway,49,503,2224,Hdac3
2261,P00057,MOUSE|MGI=MGI=88543|UniProtKB=Q60737,Wnt signaling pathway,49,503,2224,Csnk2a1
2262,P00057,MOUSE|MGI=MGI=98510|UniProtKB=P15806,Wnt signaling pathway,49,503,2224,Tcf3
2263,P00057,MOUSE|MGI=MGI=99603|UniProtKB=Q6DIC0,Wnt signaling pathway,49,503,2224,Smarca2
2264,P00057,MOUSE|MGI=MGI=88548|UniProtKB=P67871,Wnt signaling pathway,49,503,2224,Csnk2b
2265,P00057,MOUSE|MGI=MGI=2388481|UniProtKB=Q7TNL5,Wnt signaling pathway,49,503,2224,Ppp2r5d
2266,P00057,MOUSE|MGI=MGI=1201685|UniProtKB=O88712,Wnt signaling pathway,49,503,2224,Ctbp1
2267,P00057,MOUSE|MGI=MGI=1861437|UniProtKB=Q9WV60,Wnt signaling pathway,49,503,2224,Gsk3b
2268,P00057,MOUSE|MGI=MGI=102705|UniProtKB=P63213,Wnt signaling pathway,49,503,2224,Gng2
2269,P00057,MOUSE|MGI=MGI=1097691|UniProtKB=P70288,Wnt signaling pathway,49,503,2224,Hdac2
2270,P00057,MOUSE|MGI=MGI=1926129|UniProtKB=E9Q4N7,Wnt signaling pathway,49,503,2224,Arid1b
2271,P00057,MOUSE|MGI=MGI=1351660|UniProtKB=Q9JMK2,Wnt signaling pathway,49,503,2224,Csnk1e
2272,P00057,MOUSE|MGI=MGI=2441730|UniProtKB=Q8BHJ5,Wnt signaling pathway,49,503,2224,Tbl1xr1
2273,P05734,MOUSE|MGI=MGI=1931027|UniProtKB=Q9ER00,Synaptic_vesicle_trafficking,12,36,160,Stx12
2274,P05734,MOUSE|MGI=MGI=1313277|UniProtKB=P63044,Synaptic_vesicle_trafficking,12,36,160,Vamp2
2275,P05734,MOUSE|MGI=MGI=1933367|UniProtKB=Q99N48,Synaptic_vesicle_trafficking,12,36,160,Sytl3
2276,P05734,MOUSE|MGI=MGI=1859547|UniProtKB=Q9R0N3,Synaptic_vesicle_trafficking,12,36,160,Syt11
2277,P05734,MOUSE|MGI=MGI=104560|UniProtKB=P46460,Synaptic_vesicle_trafficking,12,36,160,Nsf
2278,P05734,MOUSE|MGI=MGI=1917700|UniProtKB=B2RUP2,Synaptic_vesicle_trafficking,12,36,160,Unc13d
2279,P00028,MOUSE|MGI=MGI=893584|UniProtKB=Q61017,Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction,15,56,291,Gngt2
2280,P00028,MOUSE|MGI=MGI=95784|UniProtKB=P62880,Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction,15,56,291,Gnb2
2281,P00028,MOUSE|MGI=MGI=97592|UniProtKB=P05132,Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction,15,56,291,Prkaca
2282,P00028,MOUSE|MGI=MGI=103249|UniProtKB=P0DP28,Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction,15,56,291,Calm3
2283,P00028,MOUSE|MGI=MGI=109164|UniProtKB=Q80SZ7,Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction,15,56,291,Gng5
2284,P00028,MOUSE|MGI=MGI=88251|UniProtKB=P0DP26,Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction,15,56,291,Calm1
2285,P00028,MOUSE|MGI=MGI=104581|UniProtKB=P29387,Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction,15,56,291,Gnb4
2286,P00028,MOUSE|MGI=MGI=95781|UniProtKB=P62874,Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction,15,56,291,Gnb1
2287,P00028,MOUSE|MGI=MGI=97594|UniProtKB=P68181,Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction,15,56,291,Prkacb
2288,P00028,MOUSE|MGI=MGI=1309999|UniProtKB=Q922R0,Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction,15,56,291,Prkx
2289,P00028,MOUSE|MGI=MGI=1336169|UniProtKB=Q9CXP8,Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction,15,56,291,Gng10
2290,P00028,MOUSE|MGI=MGI=98510|UniProtKB=P15806,Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction,15,56,291,Tcf3
2291,P00028,MOUSE|MGI=MGI=102705|UniProtKB=P63213,Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction,15,56,291,Gng2
2292,P00028,MOUSE|MGI=MGI=103250|UniProtKB=P0DP27,Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction,15,56,291,Calm2
2293,P00051,MOUSE|MGI=MGI=88529|UniProtKB=Q9CZU6,TCA cycle,10,22,79,Cs
2294,P00051,MOUSE|MGI=MGI=1098267|UniProtKB=Q60597,TCA cycle,10,22,79,Ogdh
2295,P00051,MOUSE|MGI=MGI=1913302|UniProtKB=Q9CZB0,TCA cycle,10,22,79,Sdhc
2296,P00051,MOUSE|MGI=MGI=1927234|UniProtKB=Q9WUM5,TCA cycle,10,22,79,Suclg1
2297,P00051,MOUSE|MGI=MGI=97051|UniProtKB=P14152,TCA cycle,10,22,79,Mdh1
2298,P00051,MOUSE|MGI=MGI=97532|UniProtKB=P35486,TCA cycle,10,22,79,Pdha1
2299,P00051,MOUSE|MGI=MGI=87880|UniProtKB=Q99KI0,TCA cycle,10,22,79,Aco2
2300,P00010,MOUSE|MGI=MGI=95574|UniProtKB=P01101,B cell activation,37,78,417,Fos
2301,P00010,MOUSE|MGI=MGI=96680|UniProtKB=P32883,B cell activation,37,78,417,Kras
2302,P00010,MOUSE|MGI=MGI=95805|UniProtKB=Q60631,B cell activation,37,78,417,Grb2
2303,P00010,MOUSE|MGI=MGI=96646|UniProtKB=P05627,B cell activation,37,78,417,Jun
2304,P00010,MOUSE|MGI=MGI=96624|UniProtKB=P70227,B cell activation,37,78,417,Itpr3
2305,P00010,MOUSE|MGI=MGI=88065|UniProtKB=P04627,B cell activation,37,78,417,Araf
2306,P00010,MOUSE|MGI=MGI=1353576|UniProtKB=Q9JHG7,B cell activation,37,78,417,Pik3cg
2307,P00010,MOUSE|MGI=MGI=97845|UniProtKB=P63001,B cell activation,37,78,417,Rac1
2308,P00010,MOUSE|MGI=MGI=1346862|UniProtKB=Q9WTU6,B cell activation,37,78,417,Mapk9
2309,P00010,MOUSE|MGI=MGI=99418|UniProtKB=Q9Z329,B cell activation,37,78,417,Itpr2
2310,P00010,MOUSE|MGI=MGI=104741|UniProtKB=Q9Z1E3,B cell activation,37,78,417,Nfkbia
2311,P00010,MOUSE|MGI=MGI=97810|UniProtKB=P06800,B cell activation,37,78,417,Ptprc
2312,P00010,MOUSE|MGI=MGI=107164|UniProtKB=P63328,B cell activation,37,78,417,Ppp3ca
2313,P00010,MOUSE|MGI=MGI=1346873|UniProtKB=Q61083,B cell activation,37,78,417,Map3k2
2314,P00010,MOUSE|MGI=MGI=96623|UniProtKB=P11881,B cell activation,37,78,417,Itpr1
2315,P00010,MOUSE|MGI=MGI=1346859|UniProtKB=Q63844,B cell activation,37,78,417,Mapk3
2316,P00010,MOUSE|MGI=MGI=107162|UniProtKB=P48455,B cell activation,37,78,417,Ppp3cc
2317,P00010,MOUSE|MGI=MGI=1338071|UniProtKB=O88351,B cell activation,37,78,417,Ikbkb
2318,P00010,MOUSE|MGI=MGI=1918770|UniProtKB=Q9CX99,B cell activation,37,78,417,Grap
2319,P00010,MOUSE|MGI=MGI=1346858|UniProtKB=P63085,B cell activation,37,78,417,Mapk1
2320,P00010,MOUSE|MGI=MGI=96055|UniProtKB=P29351,B cell activation,37,78,417,Ptpn6
2321,P00010,MOUSE|MGI=MGI=97596|UniProtKB=P68404,B cell activation,37,78,417,Prkcb
2322,P00010,MOUSE|MGI=MGI=97846|UniProtKB=Q05144,B cell activation,37,78,417,Rac2
2323,P00010,MOUSE|MGI=MGI=1346865|UniProtKB=P47811,B cell activation,37,78,417,Mapk14
2324,P00010,MOUSE|MGI=MGI=1099800|UniProtKB=Q9WTK5,B cell activation,37,78,417,Nfkb2
2325,P00010,MOUSE|MGI=MGI=103249|UniProtKB=P0DP28,B cell activation,37,78,417,Calm3
2326,P00010,MOUSE|MGI=MGI=96892|UniProtKB=P25911,B cell activation,37,78,417,Lyn
2327,P00010,MOUSE|MGI=MGI=88251|UniProtKB=P0DP26,B cell activation,37,78,417,Calm1
2328,P00010,MOUSE|MGI=MGI=1206581|UniProtKB=P42337,B cell activation,37,78,417,Pik3ca
2329,P00010,MOUSE|MGI=MGI=96448|UniProtKB=P01872,B cell activation,37,78,417,Ighm
2330,P00010,MOUSE|MGI=MGI=97598|UniProtKB=P28867,B cell activation,37,78,417,Prkcd
2331,P00010,MOUSE|MGI=MGI=1098211|UniProtKB=O35904,B cell activation,37,78,417,Pik3cd
2332,P00010,MOUSE|MGI=MGI=98354|UniProtKB=Q62245,B cell activation,37,78,417,Sos1
2333,P00010,MOUSE|MGI=MGI=97312|UniProtKB=P25799,B cell activation,37,78,417,Nfkb1
2334,P00010,MOUSE|MGI=MGI=96224|UniProtKB=Q61411,B cell activation,37,78,417,Hras
2335,P00010,MOUSE|MGI=MGI=103296|UniProtKB=P97305,B cell activation,37,78,417,Nfatc3
2336,P00010,MOUSE|MGI=MGI=107163|UniProtKB=P48453,B cell activation,37,78,417,Ppp3cb
2337,P00010,MOUSE|MGI=MGI=98355|UniProtKB=Q02384,B cell activation,37,78,417,Sos2
2338,P00010,MOUSE|MGI=MGI=88190|UniProtKB=P28028,B cell activation,37,78,417,Braf
2339,P00010,MOUSE|MGI=MGI=97376|UniProtKB=P08556,B cell activation,37,78,417,Nras
2340,P00010,MOUSE|MGI=MGI=98923|UniProtKB=P27870,B cell activation,37,78,417,Vav1
2341,P00010,MOUSE|MGI=MGI=102463|UniProtKB=Q60591,B cell activation,37,78,417,Nfatc2
2342,P00010,MOUSE|MGI=MGI=102469|UniProtKB=O88942,B cell activation,37,78,417,Nfatc1
2343,P00010,MOUSE|MGI=MGI=1346866|UniProtKB=P31938,B cell activation,37,78,417,Map2k1
2344,P00010,MOUSE|MGI=MGI=1346867|UniProtKB=Q63932,B cell activation,37,78,417,Map2k2
2345,P00010,MOUSE|MGI=MGI=97847|UniProtKB=Q99N57,B cell activation,37,78,417,Raf1
2346,P00010,MOUSE|MGI=MGI=99484|UniProtKB=Q60680,B cell activation,37,78,417,Chuk
2347,P00010,MOUSE|MGI=MGI=1888518|UniProtKB=Q9R0C8,B cell activation,37,78,417,Vav3
2348,P00010,MOUSE|MGI=MGI=103250|UniProtKB=P0DP27,B cell activation,37,78,417,Calm2
2349,P00010,MOUSE|MGI=MGI=1340031|UniProtKB=O88995,B cell activation,37,78,417,Nfkbil1
2350,P00056,MOUSE|MGI=MGI=97846|UniProtKB=Q05144,VEGF signaling pathway,25,99,481,Rac2
2351,P00056,MOUSE|MGI=MGI=2143163|UniProtKB=Q3UMW7,VEGF signaling pathway,25,99,481,Mapkapk3
2352,P00056,MOUSE|MGI=MGI=1346865|UniProtKB=P47811,VEGF signaling pathway,25,99,481,Mapk14
2353,P00056,MOUSE|MGI=MGI=96680|UniProtKB=P32883,VEGF signaling pathway,25,99,481,Kras
2354,P00056,MOUSE|MGI=MGI=1203729|UniProtKB=Q61194,VEGF signaling pathway,25,99,481,Pik3c2a
2355,P00056,MOUSE|MGI=MGI=2147677|UniProtKB=Q99N69,VEGF signaling pathway,25,99,481,Lpxn
2356,P00056,MOUSE|MGI=MGI=88065|UniProtKB=P04627,VEGF signaling pathway,25,99,481,Araf
2357,P00056,MOUSE|MGI=MGI=1353576|UniProtKB=Q9JHG7,VEGF signaling pathway,25,99,481,Pik3cg
2358,P00056,MOUSE|MGI=MGI=1351596|UniProtKB=Q9QXK9,VEGF signaling pathway,25,99,481,Sh2d2a
2359,P00056,MOUSE|MGI=MGI=97602|UniProtKB=Q02956,VEGF signaling pathway,25,99,481,Prkcz
2360,P00056,MOUSE|MGI=MGI=97600|UniProtKB=P23298,VEGF signaling pathway,25,99,481,Prkch
2361,P00056,MOUSE|MGI=MGI=1206581|UniProtKB=P42337,VEGF signaling pathway,25,99,481,Pik3ca
2362,P00056,MOUSE|MGI=MGI=97845|UniProtKB=P63001,VEGF signaling pathway,25,99,481,Rac1
2363,P00056,MOUSE|MGI=MGI=97598|UniProtKB=P28867,VEGF signaling pathway,25,99,481,Prkcd
2364,P00056,MOUSE|MGI=MGI=97583|UniProtKB=P26450,VEGF signaling pathway,25,99,481,Pik3r1
2365,P00056,MOUSE|MGI=MGI=96240|UniProtKB=P14602,VEGF signaling pathway,25,99,481,Hspb1
2366,P00056,MOUSE|MGI=MGI=1098211|UniProtKB=O35904,VEGF signaling pathway,25,99,481,Pik3cd
2367,P00056,MOUSE|MGI=MGI=97601|UniProtKB=Q02111,VEGF signaling pathway,25,99,481,Prkcq
2368,P00056,MOUSE|MGI=MGI=97615|UniProtKB=Q62077,VEGF signaling pathway,25,99,481,Plcg1
2369,P00056,MOUSE|MGI=MGI=97599|UniProtKB=P16054,VEGF signaling pathway,25,99,481,Prkce
2370,P00056,MOUSE|MGI=MGI=96224|UniProtKB=Q61411,VEGF signaling pathway,25,99,481,Hras
2371,P00056,MOUSE|MGI=MGI=106918|UniProtKB=Q61221,VEGF signaling pathway,25,99,481,Hif1a
2372,P00056,MOUSE|MGI=MGI=1354946|UniProtKB=Q61532,VEGF signaling pathway,25,99,481,Mapk6
2373,P00056,MOUSE|MGI=MGI=88190|UniProtKB=P28028,VEGF signaling pathway,25,99,481,Braf
2374,P00056,MOUSE|MGI=MGI=95455|UniProtKB=P27577,VEGF signaling pathway,25,99,481,Ets1
2375,P00056,MOUSE|MGI=MGI=1922542|UniProtKB=Q8K1Y2,VEGF signaling pathway,25,99,481,Prkd3
2376,P00056,MOUSE|MGI=MGI=97376|UniProtKB=P08556,VEGF signaling pathway,25,99,481,Nras
2377,P00056,MOUSE|MGI=MGI=2141917|UniProtKB=Q8BZ03,VEGF signaling pathway,25,99,481,Prkd2
2378,P00056,MOUSE|MGI=MGI=1346866|UniProtKB=P31938,VEGF signaling pathway,25,99,481,Map2k1
2379,P00056,MOUSE|MGI=MGI=1346859|UniProtKB=Q63844,VEGF signaling pathway,25,99,481,Mapk3
2380,P00056,MOUSE|MGI=MGI=109298|UniProtKB=P49138,VEGF signaling pathway,25,99,481,Mapkapk2
2381,P00056,MOUSE|MGI=MGI=97595|UniProtKB=P20444,VEGF signaling pathway,25,99,481,Prkca
2382,P00056,MOUSE|MGI=MGI=2445003|UniProtKB=Q5FWK3,VEGF signaling pathway,25,99,481,Arhgap1
2383,P00056,MOUSE|MGI=MGI=1346867|UniProtKB=Q63932,VEGF signaling pathway,25,99,481,Map2k2
2384,P00056,MOUSE|MGI=MGI=97847|UniProtKB=Q99N57,VEGF signaling pathway,25,99,481,Raf1
2385,P00056,MOUSE|MGI=MGI=1346858|UniProtKB=P63085,VEGF signaling pathway,25,99,481,Mapk1
2386,P00056,MOUSE|MGI=MGI=2445019|UniProtKB=Q6PF93,VEGF signaling pathway,25,99,481,Pik3c3
2387,P00056,MOUSE|MGI=MGI=108295|UniProtKB=Q8VI36,VEGF signaling pathway,25,99,481,Pxn
2388,P00056,MOUSE|MGI=MGI=97596|UniProtKB=P68404,VEGF signaling pathway,25,99,481,Prkcb
2389,P00056,MOUSE|MGI=MGI=87986|UniProtKB=P31750,VEGF signaling pathway,25,99,481,Akt1
2390,P00056,MOUSE|MGI=MGI=1861380|UniProtKB=Q9JIA7,VEGF signaling pathway,25,99,481,Sphk2
2391,P02774,MOUSE|MGI=MGI=1914007|UniProtKB=Q6P6J0,Salvage pyrimidine deoxyribonucleotides,5,11,68,Adat2
2392,P02774,MOUSE|MGI=MGI=98763|UniProtKB=P04184,Salvage pyrimidine deoxyribonucleotides,5,11,68,Tk1
2393,P00040,MOUSE|MGI=MGI=1931027|UniProtKB=Q9ER00,Metabotropic glutamate receptor group II pathway,7,78,378,Stx12
2394,P00040,MOUSE|MGI=MGI=1313277|UniProtKB=P63044,Metabotropic glutamate receptor group II pathway,7,78,378,Vamp2
2395,P00040,MOUSE|MGI=MGI=108025|UniProtKB=P12367,Metabotropic glutamate receptor group II pathway,7,78,378,Prkar2a
2396,P00040,MOUSE|MGI=MGI=893584|UniProtKB=Q61017,Metabotropic glutamate receptor group II pathway,7,78,378,Gngt2
2397,P00040,MOUSE|MGI=MGI=95784|UniProtKB=P62880,Metabotropic glutamate receptor group II pathway,7,78,378,Gnb2
2398,P00040,MOUSE|MGI=MGI=109356|UniProtKB=O09044,Metabotropic glutamate receptor group II pathway,7,78,378,Snap23
2399,P00040,MOUSE|MGI=MGI=1321389|UniProtKB=P63024,Metabotropic glutamate receptor group II pathway,7,78,378,Vamp3
2400,P00040,MOUSE|MGI=MGI=97592|UniProtKB=P05132,Metabotropic glutamate receptor group II pathway,7,78,378,Prkaca
2401,P00040,MOUSE|MGI=MGI=109164|UniProtKB=Q80SZ7,Metabotropic glutamate receptor group II pathway,7,78,378,Gng5
2402,P00040,MOUSE|MGI=MGI=1914724|UniProtKB=Q9ERB0,Metabotropic glutamate receptor group II pathway,7,78,378,Snap29
2403,P00040,MOUSE|MGI=MGI=104878|UniProtKB=Q9DBC7,Metabotropic glutamate receptor group II pathway,7,78,378,Prkar1a
2404,P00040,MOUSE|MGI=MGI=95772|UniProtKB=P08752,Metabotropic glutamate receptor group II pathway,7,78,378,Gnai2
2405,P00040,MOUSE|MGI=MGI=104581|UniProtKB=P29387,Metabotropic glutamate receptor group II pathway,7,78,378,Gnb4
2406,P00040,MOUSE|MGI=MGI=95781|UniProtKB=P62874,Metabotropic glutamate receptor group II pathway,7,78,378,Gnb1
2407,P00040,MOUSE|MGI=MGI=97594|UniProtKB=P68181,Metabotropic glutamate receptor group II pathway,7,78,378,Prkacb
2408,P00040,MOUSE|MGI=MGI=1913316|UniProtKB=P61953,Metabotropic glutamate receptor group II pathway,7,78,378,Gng11
2409,P00040,MOUSE|MGI=MGI=1309999|UniProtKB=Q922R0,Metabotropic glutamate receptor group II pathway,7,78,378,Prkx
2410,P00040,MOUSE|MGI=MGI=1336169|UniProtKB=Q9CXP8,Metabotropic glutamate receptor group II pathway,7,78,378,Gng10
2411,P00040,MOUSE|MGI=MGI=95773|UniProtKB=Q9DC51,Metabotropic glutamate receptor group II pathway,7,78,378,Gnai3
2412,P00040,MOUSE|MGI=MGI=102705|UniProtKB=P63213,Metabotropic glutamate receptor group II pathway,7,78,378,Gng2
2413,P00040,MOUSE|MGI=MGI=1336882|UniProtKB=O70404,Metabotropic glutamate receptor group II pathway,7,78,378,Vamp8
2414,P05728,MOUSE|MGI=MGI=109609|UniProtKB=O08914,Anandamide_degradation,1,1,5,Faah
2415,P02772,MOUSE|MGI=MGI=88529|UniProtKB=Q9CZU6,Pyruvate metabolism,10,35,119,Cs
2416,P02772,MOUSE|MGI=MGI=103251|UniProtKB=Q91V92,Pyruvate metabolism,10,35,119,Acly
2417,P02772,MOUSE|MGI=MGI=107701|UniProtKB=P50136,Pyruvate metabolism,10,35,119,Bckdha
2418,P02772,MOUSE|MGI=MGI=97532|UniProtKB=P35486,Pyruvate metabolism,10,35,119,Pdha1
2419,P02772,MOUSE|MGI=MGI=97050|UniProtKB=P08249,Pyruvate metabolism,10,35,119,Mdh2
2420,P02772,MOUSE|MGI=MGI=97591|UniProtKB=P52480,Pyruvate metabolism,10,35,119,Pkm
2421,P04380,MOUSE|MGI=MGI=1313277|UniProtKB=P63044,Cortocotropin releasing factor receptor signaling pathway,9,52,282,Vamp2
2422,P04380,MOUSE|MGI=MGI=95766|UniProtKB=P21278,Cortocotropin releasing factor receptor signaling pathway,9,52,282,Gna11
2423,P04380,MOUSE|MGI=MGI=893584|UniProtKB=Q61017,Cortocotropin releasing factor receptor signaling pathway,9,52,282,Gngt2
2424,P04380,MOUSE|MGI=MGI=95784|UniProtKB=P62880,Cortocotropin releasing factor receptor signaling pathway,9,52,282,Gnb2
2425,P04380,MOUSE|MGI=MGI=109356|UniProtKB=O09044,Cortocotropin releasing factor receptor signaling pathway,9,52,282,Snap23
2426,P04380,MOUSE|MGI=MGI=1321389|UniProtKB=P63024,Cortocotropin releasing factor receptor signaling pathway,9,52,282,Vamp3
2427,P04380,MOUSE|MGI=MGI=109164|UniProtKB=Q80SZ7,Cortocotropin releasing factor receptor signaling pathway,9,52,282,Gng5
