pathway_accession,mapped_ids,pathway,components,subfamilies,associated_sequence,hugo_gene
P00044,MOUSE|MGI=MGI=1927091|UniProtKB=Q5SUA5,Nicotinic acetylcholine receptor signaling pathway,13,251,936,Myo1g
P00044,MOUSE|MGI=MGI=107711|UniProtKB=P70248,Nicotinic acetylcholine receptor signaling pathway,13,251,936,Myo1f
P00004,MOUSE|MGI=MGI=88274|UniProtKB=P26231,Alzheimer disease-presenilin pathway,70,204,1005,Ctnna1
P00004,MOUSE|MGI=MGI=1913963|UniProtKB=P61161,Alzheimer disease-presenilin pathway,70,204,1005,Actr2
P00004,MOUSE|MGI=MGI=87904|UniProtKB=P60710,Alzheimer disease-presenilin pathway,70,204,1005,Actb
P00004,MOUSE|MGI=MGI=1932051|UniProtKB=Q8CHK4,Alzheimer disease-presenilin pathway,70,204,1005,Kat5
P00004,MOUSE|MGI=MGI=1933163|UniProtKB=Q9ESN6,Alzheimer disease-presenilin pathway,70,204,1005,Trim2
P00004,MOUSE|MGI=MGI=1891700|UniProtKB=P57716,Alzheimer disease-presenilin pathway,70,204,1005,Ncstn
P00004,MOUSE|MGI=MGI=1096335|UniProtKB=Q9Z0F8,Alzheimer disease-presenilin pathway,70,204,1005,Adam17
P00004,MOUSE|MGI=MGI=1298218|UniProtKB=O88572,Alzheimer disease-presenilin pathway,70,204,1005,Lrp6
P00004,MOUSE|MGI=MGI=109284|UniProtKB=Q61144,Alzheimer disease-presenilin pathway,70,204,1005,Psen2
P00004,MOUSE|MGI=MGI=1915209|UniProtKB=Q3UEB3,Alzheimer disease-presenilin pathway,70,204,1005,Puf60
P00004,MOUSE|MGI=MGI=2182799|UniProtKB=Q5SVQ0,Alzheimer disease-presenilin pathway,70,204,1005,Kat7
P00004,MOUSE|MGI=MGI=97364|UniProtKB=O35516,Alzheimer disease-presenilin pathway,70,204,1005,Notch2
P00004,MOUSE|MGI=MGI=87906|UniProtKB=P63260,Alzheimer disease-presenilin pathway,70,204,1005,Actg1
P00004,MOUSE|MGI=MGI=88276|UniProtKB=Q02248,Alzheimer disease-presenilin pathway,70,204,1005,Ctnnb1
P00004,MOUSE|MGI=MGI=1202717|UniProtKB=P49769,Alzheimer disease-presenilin pathway,70,204,1005,Psen1
P00004,MOUSE|MGI=MGI=96522|UniProtKB=P31266,Alzheimer disease-presenilin pathway,70,204,1005,Rbpj
P00004,MOUSE|MGI=MGI=98507|UniProtKB=Q00417,Alzheimer disease-presenilin pathway,70,204,1005,Tcf7
P00004,MOUSE|MGI=MGI=1930134|UniProtKB=Q9EQY0,Alzheimer disease-presenilin pathway,70,204,1005,Ern1
P00004,MOUSE|MGI=MGI=106613|UniProtKB=Q60838,Alzheimer disease-presenilin pathway,70,204,1005,Dvl2
P00004,MOUSE|MGI=MGI=97363|UniProtKB=Q01705,Alzheimer disease-presenilin pathway,70,204,1005,Notch1
P00004,MOUSE|MGI=MGI=1913590|UniProtKB=Q9CQR7,Alzheimer disease-presenilin pathway,70,204,1005,Psenen
P00004,MOUSE|MGI=MGI=107421|UniProtKB=Q61139,Alzheimer disease-presenilin pathway,70,204,1005,Pcsk7
P00004,MOUSE|MGI=MGI=2385110|UniProtKB=Q8BVF7,Alzheimer disease-presenilin pathway,70,204,1005,Aph1a
P00004,MOUSE|MGI=MGI=1861437|UniProtKB=Q9WV60,Alzheimer disease-presenilin pathway,70,204,1005,Gsk3b
P00004,MOUSE|MGI=MGI=1202876|UniProtKB=Q9Z1J1,Alzheimer disease-presenilin pathway,70,204,1005,Tcf7l1
P00004,MOUSE|MGI=MGI=88338|UniProtKB=P15379,Alzheimer disease-presenilin pathway,70,204,1005,Cd44
P04394,MOUSE|MGI=MGI=1352756|UniProtKB=Q8K394,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Plcl2
P04394,MOUSE|MGI=MGI=1313277|UniProtKB=P63044,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Vamp2
P04394,MOUSE|MGI=MGI=95766|UniProtKB=P21278,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Gna11
P04394,MOUSE|MGI=MGI=893584|UniProtKB=Q61017,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Gngt2
P04394,MOUSE|MGI=MGI=95784|UniProtKB=P62880,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Gnb2
P04394,MOUSE|MGI=MGI=109356|UniProtKB=O09044,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Snap23
P04394,MOUSE|MGI=MGI=1321389|UniProtKB=P63024,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Vamp3
P04394,MOUSE|MGI=MGI=109164|UniProtKB=Q80SZ7,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Gng5
P04394,MOUSE|MGI=MGI=1914724|UniProtKB=Q9ERB0,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Snap29
P04394,MOUSE|MGI=MGI=104581|UniProtKB=P29387,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Gnb4
P04394,MOUSE|MGI=MGI=95781|UniProtKB=P62874,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Gnb1
P04394,MOUSE|MGI=MGI=97602|UniProtKB=Q02956,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Prkcz
P04394,MOUSE|MGI=MGI=97600|UniProtKB=P23298,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Prkch
P04394,MOUSE|MGI=MGI=97595|UniProtKB=P20444,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Prkca
P04394,MOUSE|MGI=MGI=1336169|UniProtKB=Q9CXP8,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Gng10
P04394,MOUSE|MGI=MGI=97598|UniProtKB=P28867,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Prkcd
P04394,MOUSE|MGI=MGI=98510|UniProtKB=P15806,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Tcf3
P04394,MOUSE|MGI=MGI=97601|UniProtKB=Q02111,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Prkcq
P04394,MOUSE|MGI=MGI=2137219|UniProtKB=Q99N93,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Mrpl16
P04394,MOUSE|MGI=MGI=97615|UniProtKB=Q62077,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Plcg1
P04394,MOUSE|MGI=MGI=97599|UniProtKB=P16054,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Prkce
P04394,MOUSE|MGI=MGI=102705|UniProtKB=P63213,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Gng2
P04394,MOUSE|MGI=MGI=97596|UniProtKB=P68404,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Prkcb
P04394,MOUSE|MGI=MGI=1336882|UniProtKB=O70404,Thyrotropin-releasing hormone receptor signaling pathway,9,103,509,Vamp8
P02762,MOUSE|MGI=MGI=1274789|UniProtKB=Q93092,Pentose phosphate pathway,13,19,57,Taldo1
P02762,MOUSE|MGI=MGI=96103|UniProtKB=P17710,Pentose phosphate pathway,13,19,57,Hk1
P02762,MOUSE|MGI=MGI=1315197|UniProtKB=O08528,Pentose phosphate pathway,13,19,57,Hk2
P02762,MOUSE|MGI=MGI=103254|UniProtKB=P47968,Pentose phosphate pathway,13,19,57,Rpia
P02762,MOUSE|MGI=MGI=105992|UniProtKB=P40142,Pentose phosphate pathway,13,19,57,Tkt
P02762,MOUSE|MGI=MGI=97553|UniProtKB=Q9DCD0,Pentose phosphate pathway,13,19,57,Pgd
P00016,MOUSE|MGI=MGI=107717|UniProtKB=Q8VDD5,Cytoskeletal regulation by Rho GTPase,20,164,798,Myh9
P00016,MOUSE|MGI=MGI=107926|UniProtKB=P70336,Cytoskeletal regulation by Rho GTPase,20,164,798,Rock2
P00016,MOUSE|MGI=MGI=97846|UniProtKB=Q05144,Cytoskeletal regulation by Rho GTPase,20,164,798,Rac2
P00016,MOUSE|MGI=MGI=107949|UniProtKB=P62746,Cytoskeletal regulation by Rho GTPase,20,164,798,Rhob
P00016,MOUSE|MGI=MGI=101763|UniProtKB=P45591,Cytoskeletal regulation by Rho GTPase,20,164,798,Cfl2
P00016,MOUSE|MGI=MGI=106028|UniProtKB=Q62159,Cytoskeletal regulation by Rho GTPase,20,164,798,Rhoc
P00016,MOUSE|MGI=MGI=106211|UniProtKB=P60766,Cytoskeletal regulation by Rho GTPase,20,164,798,Cdc42
P00016,MOUSE|MGI=MGI=87904|UniProtKB=P60710,Cytoskeletal regulation by Rho GTPase,20,164,798,Actb
P00016,MOUSE|MGI=MGI=1353510|UniProtKB=Q61210,Cytoskeletal regulation by Rho GTPase,20,164,798,Arhgef1
P00016,MOUSE|MGI=MGI=1339984|UniProtKB=Q8CIN4,Cytoskeletal regulation by Rho GTPase,20,164,798,Pak2
P00016,MOUSE|MGI=MGI=107927|UniProtKB=P70335,Cytoskeletal regulation by Rho GTPase,20,164,798,Rock1
P00016,MOUSE|MGI=MGI=101757|UniProtKB=P18760,Cytoskeletal regulation by Rho GTPase,20,164,798,Cfl1
P00016,MOUSE|MGI=MGI=97845|UniProtKB=P63001,Cytoskeletal regulation by Rho GTPase,20,164,798,Rac1
P00016,MOUSE|MGI=MGI=1915209|UniProtKB=Q3UEB3,Cytoskeletal regulation by Rho GTPase,20,164,798,Puf60
P00016,MOUSE|MGI=MGI=109268|UniProtKB=P70460,Cytoskeletal regulation by Rho GTPase,20,164,798,Vasp
P00016,MOUSE|MGI=MGI=87906|UniProtKB=P63260,Cytoskeletal regulation by Rho GTPase,20,164,798,Actg1
P00016,MOUSE|MGI=MGI=107812|UniProtKB=P99024,Cytoskeletal regulation by Rho GTPase,20,164,798,Tubb5
P00016,MOUSE|MGI=MGI=1194884|UniProtKB=P70429,Cytoskeletal regulation by Rho GTPase,20,164,798,Evl
P00016,MOUSE|MGI=MGI=1858500|UniProtKB=O70566,Cytoskeletal regulation by Rho GTPase,20,164,798,Diaph2
P00016,MOUSE|MGI=MGI=96739|UniProtKB=P54227,Cytoskeletal regulation by Rho GTPase,20,164,798,Stmn1
P00016,MOUSE|MGI=MGI=1915021|UniProtKB=Q9CPW4,Cytoskeletal regulation by Rho GTPase,20,164,798,Arpc5
P00016,MOUSE|MGI=MGI=1923959|UniProtKB=Q9CVB6,Cytoskeletal regulation by Rho GTPase,20,164,798,Arpc2
P00016,MOUSE|MGI=MGI=1928375|UniProtKB=Q9JM76,Cytoskeletal regulation by Rho GTPase,20,164,798,Arpc3
P00016,MOUSE|MGI=MGI=2679255|UniProtKB=Q5SW75,Cytoskeletal regulation by Rho GTPase,20,164,798,Ssh2
P00016,MOUSE|MGI=MGI=97549|UniProtKB=P62962,Cytoskeletal regulation by Rho GTPase,20,164,798,Pfn1
P00016,MOUSE|MGI=MGI=1915339|UniProtKB=P59999,Cytoskeletal regulation by Rho GTPase,20,164,798,Arpc4
P00016,MOUSE|MGI=MGI=1927222|UniProtKB=Q9Z207,Cytoskeletal regulation by Rho GTPase,20,164,798,Diaph3
P00016,MOUSE|MGI=MGI=1915472|UniProtKB=P68372,Cytoskeletal regulation by Rho GTPase,20,164,798,Tubb4b
P00016,MOUSE|MGI=MGI=1343142|UniProtKB=Q9WV32,Cytoskeletal regulation by Rho GTPase,20,164,798,Arpc1b
P00016,MOUSE|MGI=MGI=2445003|UniProtKB=Q5FWK3,Cytoskeletal regulation by Rho GTPase,20,164,798,Arhgap1
P00016,MOUSE|MGI=MGI=1339656|UniProtKB=Q61036,Cytoskeletal regulation by Rho GTPase,20,164,798,Pak3
P00016,MOUSE|MGI=MGI=1915201|UniProtKB=Q922F4,Cytoskeletal regulation by Rho GTPase,20,164,798,Tubb6
P00016,MOUSE|MGI=MGI=1928896|UniProtKB=Q9R0Q6,Cytoskeletal regulation by Rho GTPase,20,164,798,Arpc1a
P00016,MOUSE|MGI=MGI=107861|UniProtKB=Q7TMM9,Cytoskeletal regulation by Rho GTPase,20,164,798,Tubb2a
P00016,MOUSE|MGI=MGI=1194490|UniProtKB=O08808,Cytoskeletal regulation by Rho GTPase,20,164,798,Diaph1
P00015,MOUSE|MGI=MGI=1313277|UniProtKB=P63044,Circadian clock system,14,19,91,Vamp2
P00015,MOUSE|MGI=MGI=1355272|UniProtKB=Q9DC28,Circadian clock system,14,19,91,Csnk1d
P00015,MOUSE|MGI=MGI=1270841|UniProtKB=P97784,Circadian clock system,14,19,91,Cry1
P00015,MOUSE|MGI=MGI=1351660|UniProtKB=Q9JMK2,Circadian clock system,14,19,91,Csnk1e
P00015,MOUSE|MGI=MGI=1098283|UniProtKB=O35973,Circadian clock system,14,19,91,Per1
P00039,MOUSE|MGI=MGI=1931027|UniProtKB=Q9ER00,Metabotropic glutamate receptor group III pathway,12,107,543,Stx12
P00039,MOUSE|MGI=MGI=1313277|UniProtKB=P63044,Metabotropic glutamate receptor group III pathway,12,107,543,Vamp2
P00039,MOUSE|MGI=MGI=108025|UniProtKB=P12367,Metabotropic glutamate receptor group III pathway,12,107,543,Prkar2a
P00039,MOUSE|MGI=MGI=893584|UniProtKB=Q61017,Metabotropic glutamate receptor group III pathway,12,107,543,Gngt2
P00039,MOUSE|MGI=MGI=95784|UniProtKB=P62880,Metabotropic glutamate receptor group III pathway,12,107,543,Gnb2
P00039,MOUSE|MGI=MGI=109356|UniProtKB=O09044,Metabotropic glutamate receptor group III pathway,12,107,543,Snap23
P00039,MOUSE|MGI=MGI=1321389|UniProtKB=P63024,Metabotropic glutamate receptor group III pathway,12,107,543,Vamp3
P00039,MOUSE|MGI=MGI=97592|UniProtKB=P05132,Metabotropic glutamate receptor group III pathway,12,107,543,Prkaca
P00039,MOUSE|MGI=MGI=109164|UniProtKB=Q80SZ7,Metabotropic glutamate receptor group III pathway,12,107,543,Gng5
P00039,MOUSE|MGI=MGI=1914724|UniProtKB=Q9ERB0,Metabotropic glutamate receptor group III pathway,12,107,543,Snap29
P00039,MOUSE|MGI=MGI=104878|UniProtKB=Q9DBC7,Metabotropic glutamate receptor group III pathway,12,107,543,Prkar1a
P00039,MOUSE|MGI=MGI=1855699|UniProtKB=O89116,Metabotropic glutamate receptor group III pathway,12,107,543,Vti1a
P00039,MOUSE|MGI=MGI=95772|UniProtKB=P08752,Metabotropic glutamate receptor group III pathway,12,107,543,Gnai2
P00039,MOUSE|MGI=MGI=104581|UniProtKB=P29387,Metabotropic glutamate receptor group III pathway,12,107,543,Gnb4
P00039,MOUSE|MGI=MGI=95781|UniProtKB=P62874,Metabotropic glutamate receptor group III pathway,12,107,543,Gnb1
P00039,MOUSE|MGI=MGI=97594|UniProtKB=P68181,Metabotropic glutamate receptor group III pathway,12,107,543,Prkacb
P00039,MOUSE|MGI=MGI=1309999|UniProtKB=Q922R0,Metabotropic glutamate receptor group III pathway,12,107,543,Prkx
P00039,MOUSE|MGI=MGI=1336169|UniProtKB=Q9CXP8,Metabotropic glutamate receptor group III pathway,12,107,543,Gng10
P00039,MOUSE|MGI=MGI=95773|UniProtKB=Q9DC51,Metabotropic glutamate receptor group III pathway,12,107,543,Gnai3
P00039,MOUSE|MGI=MGI=102705|UniProtKB=P63213,Metabotropic glutamate receptor group III pathway,12,107,543,Gng2
P00039,MOUSE|MGI=MGI=1336882|UniProtKB=O70404,Metabotropic glutamate receptor group III pathway,12,107,543,Vamp8
P00034,MOUSE|MGI=MGI=107949|UniProtKB=P62746,Integrin signalling pathway,46,264,1263,Rhob
P00034,MOUSE|MGI=MGI=96680|UniProtKB=P32883,Integrin signalling pathway,46,264,1263,Kras
P00034,MOUSE|MGI=MGI=1203729|UniProtKB=Q61194,Integrin signalling pathway,46,264,1263,Pik3c2a
P00034,MOUSE|MGI=MGI=95805|UniProtKB=Q60631,Integrin signalling pathway,46,264,1263,Grb2
P00034,MOUSE|MGI=MGI=2153044|UniProtKB=Q8BPU7,Integrin signalling pathway,46,264,1263,Elmo1
P00034,MOUSE|MGI=MGI=88065|UniProtKB=P04627,Integrin signalling pathway,46,264,1263,Araf
P00034,MOUSE|MGI=MGI=87904|UniProtKB=P60710,Integrin signalling pathway,46,264,1263,Actb
P00034,MOUSE|MGI=MGI=1353576|UniProtKB=Q9JHG7,Integrin signalling pathway,46,264,1263,Pik3cg
P00034,MOUSE|MGI=MGI=99435|UniProtKB=P62331,Integrin signalling pathway,46,264,1263,Arf6
P00034,MOUSE|MGI=MGI=97852|UniProtKB=P62835,Integrin signalling pathway,46,264,1263,Rap1a
P00034,MOUSE|MGI=MGI=97845|UniProtKB=P63001,Integrin signalling pathway,46,264,1263,Rac1
P00034,MOUSE|MGI=MGI=1921442|UniProtKB=Q9D898,Integrin signalling pathway,46,264,1263,Arpc5l
P00034,MOUSE|MGI=MGI=96611|UniProtKB=P11835,Integrin signalling pathway,46,264,1263,Itgb2
P00034,MOUSE|MGI=MGI=109268|UniProtKB=P70460,Integrin signalling pathway,46,264,1263,Vasp
P00034,MOUSE|MGI=MGI=1096342|UniProtKB=Q9QUI0,Integrin signalling pathway,46,264,1263,Rhoa
P00034,MOUSE|MGI=MGI=1346862|UniProtKB=Q9WTU6,Integrin signalling pathway,46,264,1263,Mapk9
P00034,MOUSE|MGI=MGI=2685351|UniProtKB=G3X912,Integrin signalling pathway,46,264,1263,Sprtn
P00034,MOUSE|MGI=MGI=87906|UniProtKB=P63260,Integrin signalling pathway,46,264,1263,Actg1
P00034,MOUSE|MGI=MGI=88537|UniProtKB=P41241,Integrin signalling pathway,46,264,1263,Csk
P00034,MOUSE|MGI=MGI=97583|UniProtKB=P26450,Integrin signalling pathway,46,264,1263,Pik3r1
P00034,MOUSE|MGI=MGI=99915|UniProtKB=Q61087,Integrin signalling pathway,46,264,1263,Lamb3
P00034,MOUSE|MGI=MGI=2153045|UniProtKB=Q8BHL5,Integrin signalling pathway,46,264,1263,Elmo2
P00034,MOUSE|MGI=MGI=97855|UniProtKB=Q80ZJ1,Integrin signalling pathway,46,264,1263,Rap2a
P00034,MOUSE|MGI=MGI=96603|UniProtKB=Q00651,Integrin signalling pathway,46,264,1263,Itga4
P00034,MOUSE|MGI=MGI=99914|UniProtKB=P02468,Integrin signalling pathway,46,264,1263,Lamc1
P00034,MOUSE|MGI=MGI=1346875|UniProtKB=O08648,Integrin signalling pathway,46,264,1263,Map3k4
P00034,MOUSE|MGI=MGI=96606|UniProtKB=P24063,Integrin signalling pathway,46,264,1263,Itgal
P00034,MOUSE|MGI=MGI=1890773|UniProtKB=P57780,Integrin signalling pathway,46,264,1263,Actn4
P00034,MOUSE|MGI=MGI=87859|UniProtKB=P00520,Integrin signalling pathway,46,264,1263,Abl1
P00034,MOUSE|MGI=MGI=1918552|UniProtKB=Q6ZQ82,Integrin signalling pathway,46,264,1263,Arhgap26
P00034,MOUSE|MGI=MGI=1346873|UniProtKB=Q61083,Integrin signalling pathway,46,264,1263,Map3k2
P00034,MOUSE|MGI=MGI=2137706|UniProtKB=Q7TPR4,Integrin signalling pathway,46,264,1263,Actn1
P00034,MOUSE|MGI=MGI=894315|UniProtKB=Q99JI6,Integrin signalling pathway,46,264,1263,Rap1b
P00034,MOUSE|MGI=MGI=104580|UniProtKB=Q3UHC1,Integrin signalling pathway,46,264,1263,Rapgef1
P00034,MOUSE|MGI=MGI=95602|UniProtKB=P39688,Integrin signalling pathway,46,264,1263,Fyn
P00034,MOUSE|MGI=MGI=1346859|UniProtKB=Q63844,Integrin signalling pathway,46,264,1263,Mapk3
P00034,MOUSE|MGI=MGI=1346869|UniProtKB=P47809,Integrin signalling pathway,46,264,1263,Map2k4
P00034,MOUSE|MGI=MGI=1858204|UniProtKB=Q9WUL6,Integrin signalling pathway,46,264,1263,Map3k14
P00034,MOUSE|MGI=MGI=1343142|UniProtKB=Q9WV32,Integrin signalling pathway,46,264,1263,Arpc1b
P00034,MOUSE|MGI=MGI=95556|UniProtKB=Q8BTM8,Integrin signalling pathway,46,264,1263,Flna
P00034,MOUSE|MGI=MGI=1918770|UniProtKB=Q9CX99,Integrin signalling pathway,46,264,1263,Grap
P00034,MOUSE|MGI=MGI=1346858|UniProtKB=P63085,Integrin signalling pathway,46,264,1263,Mapk1
P00034,MOUSE|MGI=MGI=2445019|UniProtKB=Q6PF93,Integrin signalling pathway,46,264,1263,Pik3c3
P00034,MOUSE|MGI=MGI=96612|UniProtKB=O54890,Integrin signalling pathway,46,264,1263,Itgb3
P00034,MOUSE|MGI=MGI=2183559|UniProtKB=Q9EPJ9,Integrin signalling pathway,46,264,1263,Arfgap1
P00034,MOUSE|MGI=MGI=96608|UniProtKB=P43406,Integrin signalling pathway,46,264,1263,Itgav
P00034,MOUSE|MGI=MGI=88508|UniProtKB=Q64010,Integrin signalling pathway,46,264,1263,Crk
P00034,MOUSE|MGI=MGI=1099832|UniProtKB=P26039,Integrin signalling pathway,46,264,1263,Tln1
P00034,MOUSE|MGI=MGI=1928896|UniProtKB=Q9R0Q6,Integrin signalling pathway,46,264,1263,Arpc1a
P00034,MOUSE|MGI=MGI=104686|UniProtKB=P47941,Integrin signalling pathway,46,264,1263,Crkl
P00034,MOUSE|MGI=MGI=96610|UniProtKB=P09055,Integrin signalling pathway,46,264,1263,Itgb1
P00034,MOUSE|MGI=MGI=97846|UniProtKB=Q05144,Integrin signalling pathway,46,264,1263,Rac2
P00034,MOUSE|MGI=MGI=106028|UniProtKB=Q62159,Integrin signalling pathway,46,264,1263,Rhoc
P00034,MOUSE|MGI=MGI=106211|UniProtKB=P60766,Integrin signalling pathway,46,264,1263,Cdc42
P00034,MOUSE|MGI=MGI=1919315|UniProtKB=Q8BU31,Integrin signalling pathway,46,264,1263,Rap2c
P00034,MOUSE|MGI=MGI=98179|UniProtKB=P10833,Integrin signalling pathway,46,264,1263,Rras
P00034,MOUSE|MGI=MGI=1195267|UniProtKB=O55222,Integrin signalling pathway,46,264,1263,Ilk
P00034,MOUSE|MGI=MGI=1346872|UniProtKB=P53349,Integrin signalling pathway,46,264,1263,Map3k1
P00034,MOUSE|MGI=MGI=1206581|UniProtKB=P42337,Integrin signalling pathway,46,264,1263,Pik3ca
P00034,MOUSE|MGI=MGI=99436|UniProtKB=P61211,Integrin signalling pathway,46,264,1263,Arl1
P00034,MOUSE|MGI=MGI=96616|UniProtKB=P26011,Integrin signalling pathway,46,264,1263,Itgb7
P00034,MOUSE|MGI=MGI=1098211|UniProtKB=O35904,Integrin signalling pathway,46,264,1263,Pik3cd
P00034,MOUSE|MGI=MGI=98354|UniProtKB=Q62245,Integrin signalling pathway,46,264,1263,Sos1
P00034,MOUSE|MGI=MGI=1346868|UniProtKB=O09110,Integrin signalling pathway,46,264,1263,Map2k3
P00034,MOUSE|MGI=MGI=96224|UniProtKB=Q61411,Integrin signalling pathway,46,264,1263,Hras
P00034,MOUSE|MGI=MGI=1915021|UniProtKB=Q9CPW4,Integrin signalling pathway,46,264,1263,Arpc5
P00034,MOUSE|MGI=MGI=1354946|UniProtKB=Q61532,Integrin signalling pathway,46,264,1263,Mapk6
P00034,MOUSE|MGI=MGI=1923959|UniProtKB=Q9CVB6,Integrin signalling pathway,46,264,1263,Arpc2
P00034,MOUSE|MGI=MGI=98296|UniProtKB=P98083,Integrin signalling pathway,46,264,1263,Shc1
P00034,MOUSE|MGI=MGI=98355|UniProtKB=Q02384,Integrin signalling pathway,46,264,1263,Sos2
P00034,MOUSE|MGI=MGI=1928375|UniProtKB=Q9JM76,Integrin signalling pathway,46,264,1263,Arpc3
P00034,MOUSE|MGI=MGI=88190|UniProtKB=P28028,Integrin signalling pathway,46,264,1263,Braf
P00034,MOUSE|MGI=MGI=1918771|UniProtKB=Q6A026,Integrin signalling pathway,46,264,1263,Pds5a
P00034,MOUSE|MGI=MGI=96599|UniProtKB=Q3V3R4,Integrin signalling pathway,46,264,1263,Itga1
P00034,MOUSE|MGI=MGI=104908|UniProtKB=Q9QVP9,Integrin signalling pathway,46,264,1263,Ptk2b
P00034,MOUSE|MGI=MGI=104673|UniProtKB=P35831,Integrin signalling pathway,46,264,1263,Ptpn12
P00034,MOUSE|MGI=MGI=97376|UniProtKB=P08556,Integrin signalling pathway,46,264,1263,Nras
P00034,MOUSE|MGI=MGI=1921262|UniProtKB=P61226,Integrin signalling pathway,46,264,1263,Rap2b
P00034,MOUSE|MGI=MGI=1925764|UniProtKB=Q6Y5D8,Integrin signalling pathway,46,264,1263,Arhgap10
P00034,MOUSE|MGI=MGI=1346866|UniProtKB=P31938,Integrin signalling pathway,46,264,1263,Map2k1
P00034,MOUSE|MGI=MGI=2446089|UniProtKB=Q80X90,Integrin signalling pathway,46,264,1263,Flnb
P00034,MOUSE|MGI=MGI=1346867|UniProtKB=Q63932,Integrin signalling pathway,46,264,1263,Map2k2
P00034,MOUSE|MGI=MGI=97847|UniProtKB=Q99N57,Integrin signalling pathway,46,264,1263,Raf1
P00034,MOUSE|MGI=MGI=99431|UniProtKB=P84078,Integrin signalling pathway,46,264,1263,Arf1
P00034,MOUSE|MGI=MGI=108295|UniProtKB=Q8VI36,Integrin signalling pathway,46,264,1263,Pxn
P00034,MOUSE|MGI=MGI=1342335|UniProtKB=Q9QWY8,Integrin signalling pathway,46,264,1263,Asap1
P00034,MOUSE|MGI=MGI=1195263|UniProtKB=Q99JW4,Integrin signalling pathway,46,264,1263,Lims1
P00060,MOUSE|MGI=MGI=96952|UniProtKB=P23804,Ubiquitin proteasome pathway,6,120,536,Mdm2
P00060,MOUSE|MGI=MGI=1202301|UniProtKB=Q8C863,Ubiquitin proteasome pathway,6,120,536,Itch
P00060,MOUSE|MGI=MGI=109240|UniProtKB=P68037,Ubiquitin proteasome pathway,6,120,536,Ube2l3
P00060,MOUSE|MGI=MGI=104632|UniProtKB=P62257,Ubiquitin proteasome pathway,6,120,536,Ube2h
P00060,MOUSE|MGI=MGI=1925141|UniProtKB=Q921J4,Ubiquitin proteasome pathway,6,120,536,Ube2s
P00060,MOUSE|MGI=MGI=97297|UniProtKB=P46935,Ubiquitin proteasome pathway,6,120,536,Nedd4
P00060,MOUSE|MGI=MGI=105047|UniProtKB=P62196,Ubiquitin proteasome pathway,6,120,536,Psmc5
P00060,MOUSE|MGI=MGI=1934835|UniProtKB=P61089,Ubiquitin proteasome pathway,6,120,536,Ube2n
P00060,MOUSE|MGI=MGI=102944|UniProtKB=P63147,Ubiquitin proteasome pathway,6,120,536,Ube2b
P00060,MOUSE|MGI=MGI=102959|UniProtKB=Q9Z255,Ubiquitin proteasome pathway,6,120,536,Ube2a
P00060,MOUSE|MGI=MGI=1913563|UniProtKB=A2A5Z6,Ubiquitin proteasome pathway,6,120,536,Smurf2
P00060,MOUSE|MGI=MGI=1351511|UniProtKB=P26516,Ubiquitin proteasome pathway,6,120,536,Psmd7
P00060,MOUSE|MGI=MGI=1914848|UniProtKB=Q9WUP7,Ubiquitin proteasome pathway,6,120,536,Uchl5
P00060,MOUSE|MGI=MGI=1345192|UniProtKB=Q9WVJ2,Ubiquitin proteasome pathway,6,120,536,Psmd13
P00060,MOUSE|MGI=MGI=1914378|UniProtKB=P62254,Ubiquitin proteasome pathway,6,120,536,Ube2g1
P00060,MOUSE|MGI=MGI=1914446|UniProtKB=Q9CQ37,Ubiquitin proteasome pathway,6,120,536,Ube2t
P00060,MOUSE|MGI=MGI=1917870|UniProtKB=Q9D2M8,Ubiquitin proteasome pathway,6,120,536,Ube2v2
P00060,MOUSE|MGI=MGI=1341217|UniProtKB=Q8C878,Ubiquitin proteasome pathway,6,120,536,Uba3
P00060,MOUSE|MGI=MGI=1913284|UniProtKB=O35593,Ubiquitin proteasome pathway,6,120,536,Psmd14
P00060,MOUSE|MGI=MGI=1858313|UniProtKB=Q9Z1F9,Ubiquitin proteasome pathway,6,120,536,Uba2
