,mean,std,no_expr_cells,no_expr/total_cell
Dgcr2,0.07751725614070892,0.19240592420101166,4079.0,0.8194053836882282
Ess2,0.0594731941819191,0.16931898891925812,4267.0,0.8571715548413017
Slc25a1,0.09517759084701538,0.20419223606586456,3859.0,0.7752109280835677
Dgcr6,0.04125383496284485,0.13474313914775848,4433.0,0.8905182804339092
Prodh,0.000998649513348937,0.02072998881340027,4962.0,0.9967858577742065
Zdhhc8,0.048914410173892975,0.15116843581199646,4367.0,0.877259943752511
Ranbp1,0.9532577991485596,0.5853643417358398,955.0,0.19184411410204902
Trmt2a,0.07749535888433456,0.17998525500297546,4010.0,0.8055443953394937
Dgcr8,0.045490507036447525,0.13515949249267578,4342.0,0.8722378465247087
Tango2,0.06314806640148163,0.17180968821048737,4211.0,0.8459220570510245
Arvcf,0.0012860419228672981,0.028424397110939026,4964.0,0.9971876255524307
Comt,0.17774325609207153,0.27103421092033386,3122.0,0.627159501807955
Gm15764,5.375355249270797e-05,0.0037925790529698133,4977.0,0.9997991161108879
Txnrd2,0.0681489035487175,0.17685942351818085,4149.0,0.8334672559260747
Gnb1l,0.021616080775856972,0.09598730504512787,4673.0,0.9387304138208116
Rtl10,0.0024564252234995365,0.03201879560947418,4942.0,0.9927681799919646
Sept5,0.0020563751459121704,0.030979642644524574,4950.0,0.9943752511048614
Cdc45,0.10782957822084427,0.2121872752904892,3711.0,0.7454801124949779
Ufd1,0.15119867026805878,0.2581457495689392,3369.0,0.676777822418642
2510002D24Rik,0.12241872400045395,0.23380489647388458,3628.0,0.7288067496986742
Mrpl40,0.26053521037101746,0.3128800094127655,2547.0,0.5116512655685014
Hira,0.05694478377699852,0.1619015783071518,4270.0,0.857774206508638
Lamp3,0.0003075347631238401,0.0113717345520854,4974.0,0.9991964644435516
B3gnt5,0.0163821280002594,0.09498921036720276,4780.0,0.9602249899558055
Klhl6,0.04073154553771019,0.1530725508928299,4538.0,0.911611088790679
Klhl24,0.045194245874881744,0.16276508569717407,4498.0,0.9035757332261952
Yeats2,0.034447599202394485,0.1260147988796234,4537.0,0.9114102049015669
Map6d1,0.0008581524016335607,0.021896036341786385,4968.0,0.9979911611088791
Parl,0.1625690758228302,0.25246548652648926,3205.0,0.6438328646042587
Abcc5,0.015912575647234917,0.09529289603233337,4793.0,0.9628364805142627
Eif2b5,0.12231305241584778,0.2257472574710846,3576.0,0.7183607874648453
Dvl3,0.03154294192790985,0.12379157543182373,4593.0,0.9226597026918442
Ap2m1,0.5988587141036987,0.4213467538356781,1187.0,0.23844917637605464
Abcf3,0.059687476605176926,0.1675001084804535,4247.0,0.8531538770590599
Alg3,0.082681804895401,0.18386369943618774,3940.0,0.7914825231016472
Eef1akmt4,0.055150050669908524,0.1531088799238205,4237.0,0.851145038167939
Camk2n2,0.0034219182562083006,0.036842938512563705,4927.0,0.9897549216552832
Ece2,6.664665852440521e-05,0.003324786201119423,4976.0,0.9995982322217758
Psmd2,0.39739152789115906,0.37363213300704956,1903.0,0.3822820409803134
Eif4g1,0.4397566616535187,0.40501052141189575,1848.0,0.37123342707914825
Fam131a,0.0030486485920846462,0.03999561071395874,4943.0,0.9929690638810768
Clcn2,0.0003518517769407481,0.011349765583872795,4973.0,0.9989955805544395
Polr2h,0.18462763726711273,0.274857759475708,3089.0,0.620530333467256
Vps8,0.022064344957470894,0.09910142421722412,4682.0,0.9405383688228204
2510009E07Rik,0.0016761776059865952,0.032284025102853775,4959.0,0.9961832061068703
Ehhadh,0.003725870745256543,0.04260268807411194,4928.0,0.9899558055443953
1300002E11Rik,0.062038399279117584,0.17625606060028076,4253.0,0.8543591803937324
Map3k13,0.0006405565654858947,0.019568312913179398,4972.0,0.9987946966653274
Tmem41a,0.026451941579580307,0.1070343479514122,4611.0,0.9262756126958618
Senp2,0.1672462373971939,0.2698119878768921,3236.0,0.6500602651667337
Igf2bp2,0.0046034506522119045,0.045953672379255295,4915.0,0.9873443149859381
Tra2b,0.7283050417900085,0.4650570750236511,971.0,0.19505825632784252
Etv5,0.010375568643212318,0.06589020788669586,4828.0,0.969867416633186
Dgkg,0.005883797071874142,0.056909676641225815,4908.0,0.9859381277621535
Tbccd1,0.020443543791770935,0.09724583476781845,4701.0,0.9443551627159502
Dnajb11,0.41251152753829956,0.38326016068458557,1842.0,0.3700281237444757
Eif4a2,0.26020222902297974,0.3313828706741333,2611.0,0.5245078344716754
Rfc4,0.21928516030311584,0.303535133600235,2934.0,0.5893933306548815
6330408M09Rik,0.0038770255632698536,0.0443776473402977,4929.0,0.9901566894335074
B630019A10Rik,0.0005335973110049963,0.01478143222630024,4971.0,0.9985938127762154
BC106179,4.304386311559938e-05,0.003036957234144211,4977.0,0.9997991161108879
St6gal1,0.008582515642046928,0.068673275411129,4877.0,0.9797107271996786
Rtp4,0.016418099403381348,0.11870702356100082,4854.0,0.9750903977501004
Bcl6,0.031067019328475,0.13894328474998474,4660.0,0.9361189232623544
Gm31814,0.004122088197618723,0.048305001109838486,4926.0,0.9895540377661711
Lpp,0.050961803644895554,0.16102540493011475,4395.0,0.8828846926476497
Tprg,0.00035823514917865396,0.013533183373510838,4974.0,0.9991964644435516
P3h2,0.0005300463526509702,0.014731311239302158,4971.0,0.9985938127762154
Il1rap,0.022894667461514473,0.10828138142824173,4694.0,0.9429489754921655
Gm20319,0.0,0.0,4978.0,1.0
Gm32312,0.0005407150601968169,0.024969037622213364,4975.0,0.9993973483326637
Ccdc50,0.35605329275131226,0.376085489988327,2123.0,0.4264764965849739
Opa1,0.07961251586675644,0.1895792931318283,4015.0,0.8065488147850542
4632428C04Rik,0.0,0.0,4978.0,1.0
Gp5,0.000181129842530936,0.012779605574905872,4977.0,0.9997991161108879
Atp13a3,0.16940122842788696,0.26991936564445496,3226.0,0.6480514262756127
Lsg1,0.0999772846698761,0.20763453841209412,3793.0,0.7619525914021695
Fam43a,0.00244229007512331,0.036490581929683685,4948.0,0.9939734833266372
Xxylt1,0.022020217031240463,0.10234995931386948,4689.0,0.9419445560466051
Acap2,0.11691198498010635,0.23455995321273804,3698.0,0.7428686219365207
Gm41442,0.0006884775939397514,0.018303358927369118,4968.0,0.9979911611088791
Ppp1r2,0.24306800961494446,0.31395968794822693,2684.0,0.5391723583768582
Bdh1,0.07192977517843246,0.17484839260578156,4083.0,0.8202089192446765
Gm15743,0.0005239829188212752,0.014217977412045002,4970.0,0.9983929288871033
Dlg1,0.06233009323477745,0.17422756552696228,4240.0,0.8517476898352752
0610012G03Rik,0.20858576893806458,0.2972145676612854,2916.0,0.5857774206508638
Ncbp2,0.2077552080154419,0.287372350692749,2878.0,0.5781438328646042
Senp5,0.04353026673197746,0.140245720744133,4418.0,0.8875050220972278
Gm49733,5.050032996223308e-05,0.0035630478523671627,4977.0,0.9997991161108879
Pak2,0.6537105441093445,0.4418433606624603,1033.0,0.20751305745279228
Pigx,0.24524365365505219,0.316326767206192,2672.0,0.5367617517075131
Cep19,0.05107840150594711,0.1540871113538742,4349.0,0.8736440337484934
Nrros,0.03668466582894325,0.13739405572414398,4541.0,0.9122137404580153
Fbxo45,0.058161839842796326,0.16086885333061218,4243.0,0.8523503415026115
Wdr53,0.026894118636846542,0.11031407117843628,4627.0,0.9294897549216553
Rnf168,0.10933365672826767,0.22112002968788147,3731.0,0.7494977902772197
Ubxn7,0.08620890229940414,0.2028491050004959,3984.0,0.8003214142225793
Tm4sf19,0.007839488796889782,0.058998554944992065,4869.0,0.9781036560867818
Tctex1d2,0.06889548897743225,0.178275004029274,4159.0,0.8354760948171956
Pcyt1a,0.13636675477027893,0.26045361161231995,3623.0,0.7278023302531137
2210020O09Rik,0.001043712836690247,0.022465946152806282,4965.0,0.9973885094415428
Slc51a,0.0004027866816613823,0.011307262815535069,4970.0,0.9983929288871033
Gm34680,0.0002622819447424263,0.008905954658985138,4973.0,0.9989955805544395
Tfrc,0.24599558115005493,0.3337598145008087,2877.0,0.5779429489754921
Tnk2,0.018134815618395805,0.09804721921682358,4757.0,0.9556046605062274
Muc4,0.0003721506509464234,0.010453530587255955,4971.0,0.9985938127762154
Muc20,0.0021558229345828295,0.034205660223960876,4951.0,0.9945761349939735
Rubcn,0.01636960729956627,0.08841076493263245,4764.0,0.9570108477300121
Fyttd1,0.11810065060853958,0.22758769989013672,3640.0,0.7312173563680193
Lrch3,0.10720847547054291,0.22346587479114532,3778.0,0.7589393330654881
Iqcg,0.00310474238358438,0.035028014332056046,4929.0,0.9901566894335074
Rpl35a,2.8161942958831787,0.28867307305336,2.0,0.0004017677782241864
Lmln,0.002116922987625003,0.029488300904631615,4945.0,0.993370831659301
Osbpl11,0.06392936408519745,0.17551589012145996,4221.0,0.8479308959421454
Snx4,0.1306152194738388,0.23896142840385437,3519.0,0.706910405785456
1700007L15Rik,0.01699519343674183,0.09235218912363052,4763.0,0.9568099638409
Zfp148,0.14322111010551453,0.25427520275115967,3454.0,0.69385295299317
Slc12a8,0.0008864838746376336,0.018170954659581184,4963.0,0.9969867416633186
Heg1,0.03212882578372955,0.13113202154636383,4608.0,0.9256729610285255
Gm15657,0.00023970950860530138,0.008696830831468105,4974.0,0.9991964644435516
Itgb5,0.0008440888486802578,0.02069081738591194,4968.0,0.9979911611088791
Umps,0.15713320672512054,0.25738999247550964,3326.0,0.668139815186822
Gm15829,0.0009228651761077344,0.02270071767270565,4968.0,0.9979911611088791
Kalrn,0.0001285206963075325,0.006614125333726406,4976.0,0.9995982322217758
Ccdc14,0.008713996969163418,0.06071719899773598,4852.0,0.9746886299718762
Mylk,0.00024153954291250557,0.009388720616698265,4974.0,0.9991964644435516
Hacd2,0.19102220237255096,0.28120988607406616,3047.0,0.612093210124548
Adcy5,3.758903403650038e-05,0.0026520921383053064,4977.0,0.9997991161108879
Sec22a,0.04583045467734337,0.14750301837921143,4409.0,0.885697067095219
Pdia5,0.0005226362263783813,0.012563849799335003,4968.0,0.9979911611088791
Slc49a4,0.008925256319344044,0.06502941995859146,4865.0,0.9773001205303334
Hspbap1,0.011995085515081882,0.07459399104118347,4819.0,0.9680594616311772
Parp14,0.12933585047721863,0.25302666425704956,3648.0,0.732824427480916
Dtx3l,0.09028659015893936,0.21256642043590546,3974.0,0.7983125753314584
Parp9,0.09847806394100189,0.21597783267498016,3861.0,0.7756126958617919
Kpna1,0.12747348845005035,0.2500207722187042,3636.0,0.7304138208115709
Wdr5b,0.0075440299697220325,0.06435155868530273,4888.0,0.9819204499799116
Fam162a,0.49391233921051025,0.4455781877040863,1693.0,0.3400964242667738
Ccdc58,0.10504080355167389,0.2096899449825287,3736.0,0.7505022097227803
Stfa3,0.0006782239070162177,0.020130816847085953,4970.0,0.9983929288871033
Gm49662,0.0002453451161272824,0.008743738755583763,4974.0,0.9991964644435516
Cd86,0.03975389525294304,0.15062785148620605,4566.0,0.9172358376858176
Ildr1,0.01771409809589386,0.09786512702703476,4774.0,0.959019686621133
Slc15a2,0.004493809770792723,0.049910835921764374,4925.0,0.989353153877059
Eaf2,0.0013943238882347941,0.026577545329928398,4960.0,0.9963840899959823
Iqcb1,0.01702922210097313,0.09100184589624405,4760.0,0.9562073121735637
Golgb1,0.12517385184764862,0.24909934401512146,3656.0,0.7344314985938127
Hcls1,0.44968780875205994,0.4006991684436798,1671.0,0.33567697870630775
Fbxo40,0.00012071557284798473,0.006741952616721392,4976.0,0.9995982322217758
Polq,0.018824854865670204,0.09392151236534119,4720.0,0.9481719566090799
Gtf2e1,0.03850138187408447,0.12907648086547852,4450.0,0.8939333065488148
Rabl3,0.026178929954767227,0.1050327718257904,4610.0,0.9260747288067497
Ndufb4,0.5859431028366089,0.42266130447387695,1224.0,0.2458818802732021
Fstl1,0.0,0.0,4978.0,1.0
Lrrc58,0.09106824547052383,0.20616182684898376,3922.0,0.7878666130976296
Gsk3b,0.19504286348819733,0.2906835973262787,3037.0,0.6100843712334271
Maats1,0.002233450533822179,0.032628823071718216,4945.0,0.993370831659301
Cox17,1.4470412731170654,0.509172260761261,230.0,0.046203294495781436
Popdc2,0.00949828140437603,0.0782584697008133,4864.0,0.9770992366412213
Pla1a,0.019109580665826797,0.0911000594496727,4715.0,0.9471675371635195
Adprh,0.27004188299179077,0.3288908004760742,2556.0,0.5134592205705103
D930030I03Rik,0.00048049481119960546,0.017986122518777847,4972.0,0.9987946966653274
Cd80,0.08739921450614929,0.20918086171150208,4016.0,0.8067496986741663
Timmdc1,0.07906430959701538,0.18716548383235931,4020.0,0.8075532342306148
Poglut1,0.03070930577814579,0.11919855326414108,4570.0,0.9180393732422659
Tmem39a,0.08444435894489288,0.19421668350696564,3966.0,0.7967055042185617
Arhgap31,0.03525298461318016,0.14663609862327576,4609.0,0.9258738449176376
B4galt4,0.008774517104029655,0.06182744726538658,4858.0,0.9758939333065488
Zbtb20,0.020293397828936577,0.10946432501077652,4754.0,0.9550020088388911
Tigit,0.827161967754364,0.5283937454223633,727.0,0.14604258738449177
Qtrt2,0.016912449151277542,0.0945170521736145,4750.0,0.9541984732824428
Ccdc191,0.01602104865014553,0.08913835883140564,4776.0,0.9594214543993572
Zdhhc23,0.003865068079903722,0.04631709307432175,4934.0,0.9911611088790679
Gramd1c,0.01057937741279602,0.07321486622095108,4852.0,0.9746886299718762
Atp6v1a,0.14566867053508759,0.25026935338974,3404.0,0.6838087585375653
Naa50,0.2727298140525818,0.3307701051235199,2552.0,0.5126556850140619
Usf3,0.04195953160524368,0.14409157633781433,4472.0,0.8983527521092808
Sidt1,0.027653099969029427,0.12540499866008759,4671.0,0.9383286460425874
Spice1,0.016580739989876747,0.08665843307971954,4754.0,0.9550020088388911
Boc,0.0018992420518770814,0.030201639980077744,4953.0,0.9949779027721977
Nepro,0.024468960240483284,0.11398719996213913,4665.0,0.9371233427079149
Gtpbp8,0.014889214187860489,0.08281869441270828,4776.0,0.9594214543993572
Cd200r1,0.05179271847009659,0.17207187414169312,4436.0,0.8911209321012454
Cd200r4,0.03588823601603508,0.13709843158721924,4582.0,0.920449979911611
Cd200r2,0.0005865959101356566,0.01782316528260708,4972.0,0.9987946966653274
Ccdc80,0.001478513004258275,0.027995022013783455,4961.0,0.9965849738850944
Slc35a5,0.025640662759542465,0.11611189693212509,4671.0,0.9383286460425874
Atg3,0.26015031337738037,0.32406339049339294,2577.0,0.5176777822418642
Btla,0.008935666643083096,0.06626022607088089,4860.0,0.976295701084773
Cd200,0.04390166327357292,0.15793487429618835,4493.0,0.9025713137806348
Gcsam,0.0004113617178518325,0.012253046035766602,4972.0,0.9987946966653274
Tagln3,0.0004925829125568271,0.012986819259822369,4969.0,0.9981920449979912
Abhd10,0.06848052889108658,0.17009834945201874,4117.0,0.8270389714744878
Plcxd2,0.03130781650543213,0.1404085010290146,4652.0,0.9345118521494576
Cd96,0.3216395974159241,0.3666810691356659,2285.0,0.45901968662113296
Gm4737,0.00980381853878498,0.06541641801595688,4824.0,0.9690638810767377
Nectin3,0.0004897659528069198,0.014411035925149918,4971.0,0.9985938127762154
Trat1,0.0031107994727790356,0.04266930744051933,4945.0,0.993370831659301
Dzip3,0.033062830567359924,0.12366542220115662,4545.0,0.9130172760144636
Cip2a,0.06966915726661682,0.17470867931842804,4100.0,0.8236239453595822
Ift57,0.04624805599451065,0.144939124584198,4386.0,0.8810767376456409
Gm15518,0.010594192892313004,0.07109252363443375,4829.0,0.9700683005222981
Cd47,0.941800057888031,0.4798087477684021,588.0,0.1181197267979108
Bbx,0.09706659615039825,0.20846028625965118,3863.0,0.776014463640016
Dubr,0.0645616203546524,0.1829466074705124,4250.0,0.8537565287263962
Cblb,0.7417624592781067,0.4982162415981293,930.0,0.18682201687424668
Alcam,0.11998222023248672,0.24736733734607697,3753.0,0.7539172358376858
Nfkbiz,0.14338484406471252,0.3178086280822754,3767.0,0.7567296102852551
Nxpe3,0.02803126536309719,0.12206761538982391,4647.0,0.9335074327038971
Cep97,0.03785962238907814,0.13325181603431702,4490.0,0.9019686621132985
Rpl24,2.4182403087615967,0.3311258852481842,14.0,0.002812374447569305
Zbtb11os1,0.01627993769943714,0.08956816792488098,4775.0,0.9592205705102451
Zbtb11,0.07860012352466583,0.1918628066778183,4063.0,0.8161912414624347
Pcnp,0.34944644570350647,0.35949721932411194,2109.0,0.42366412213740456
Trmt10c,0.10279670357704163,0.2169470191001892,3826.0,0.7685817597428686
Senp7,0.07496203482151031,0.20113009214401245,4168.0,0.8372840498192045
Tfg,0.17344538867473602,0.2692701518535614,3168.0,0.6364001607071113
Tomm70a,0.31317517161369324,0.35563749074935913,2380.0,0.47810365608678185
Nit2,0.047461848706007004,0.14733485877513885,4369.0,0.8776617115307352
Gm16892,0.0002920606639236212,0.01062162034213543,4973.0,0.9989955805544395
Tbc1d23,0.03178740665316582,0.13054651021957397,4590.0,0.9220570510245079
Cmss1,0.08944018930196762,0.194048672914505,3889.0,0.7812374447569305
Filip1l,0.0386599637567997,0.14423882961273193,4542.0,0.9124146243471274
4930461C15Rik,3.937760629924014e-05,0.002778284717351198,4977.0,0.9997991161108879
Dcbld2,0.01045728288590908,0.07132106274366379,4841.0,0.9724789071916432
St3gal6,0.06507657468318939,0.1802404373884201,4254.0,0.8545600642828445
Cpox,0.09845319390296936,0.2049994319677353,3816.0,0.7665729208517477
Cldnd1,0.15789750218391418,0.25871461629867554,3303.0,0.6635194857372438
Riox2,0.13286195695400238,0.24311359226703644,3520.0,0.707111289674568
Crybg3,0.04025458171963692,0.1367189735174179,4460.0,0.8959421454399357
Arl6,0.039023980498313904,0.13180308043956757,4457.0,0.8953394937725995
Nsun3,0.023990916088223457,0.10684871673583984,4668.0,0.9377259943752511
Arl13b,0.06951209902763367,0.19040022790431976,4197.0,0.8431096826034552
Stx19,0.0,0.0,4978.0,1.0
Pros1,0.004081365652382374,0.045510485768318176,4924.0,0.9891522699879469
Epha3,0.0005626496858894825,0.012568545527756214,4967.0,0.997790277219767
4930453N24Rik,0.1507594734430313,0.2579273283481598,3374.0,0.6777822418642024
Zfp654,0.043282534927129745,0.14932766556739807,4455.0,0.8949377259943753
Cggbp1,0.33587393164634705,0.36193960905075073,2170.0,0.43591803937324225
Chmp2b,0.10695664584636688,0.21752651035785675,3757.0,0.7547207713941342
Gbe1,0.051470231264829636,0.15187078714370728,4333.0,0.8704298915226999
Rbm11,0.0022709148470312357,0.035843078047037125,4951.0,0.9945761349939735
Hspa13,0.07405638694763184,0.1811579465866089,4074.0,0.8184009642426677
Samsn1,0.519675612449646,0.442026823759079,1446.0,0.2904781036560868
Nrip1,0.1637117862701416,0.28797316551208496,3393.0,0.6815990357573323
Gm30790,0.00896595697849989,0.06973257660865784,4869.0,0.9781036560867818
Usp25,0.19739112257957458,0.30265167355537415,3079.0,0.618521494576135
Cxadr,0.002751388819888234,0.037580013275146484,4943.0,0.9929690638810768
Btg3,0.293695330619812,0.35434088110923767,2439.0,0.48995580554439533
D16Ertd472e,0.6365471482276917,0.4590736925601959,1092.0,0.21936520691040579
4930478L05Rik,0.0003657691995613277,0.01007792167365551,4971.0,0.9985938127762154
A730009L09Rik,0.000237699830904603,0.008935962803661823,4974.0,0.9991964644435516
Mir155hg,0.03860577568411827,0.16265393793582916,4595.0,0.9230614704700683
Mrpl39,0.15244020521640778,0.24483272433280945,3280.0,0.6588991562876657
Jam2,0.01787104457616806,0.09733015298843384,4771.0,0.9584170349537967
Atp5j,1.334381103515625,0.46761003136634827,279.0,0.056046605062274005
Gabpa,0.08201877772808075,0.18728291988372803,3970.0,0.7975090397750101
App,0.0027813909109681845,0.036863382905721664,4942.0,0.9927681799919646
N6amt1,0.048397600650787354,0.15347473323345184,4380.0,0.8798714343109683
Ltn1,0.09850719571113586,0.20823343098163605,3824.0,0.7681799919646445
Rwdd2b,0.028479285538196564,0.11273129284381866,4593.0,0.9226597026918442
Usp16,0.23070970177650452,0.3076613247394562,2780.0,0.5584572117316191
Cct8,0.6961462497711182,0.4624108672142029,1113.0,0.22358376858175974
B130034C11Rik,0.0035006387624889612,0.05079961568117142,4939.0,0.9921655283246283
Bach1,0.02474093809723854,0.11957166343927383,4702.0,0.9445560466050623
Tiam1,0.010095130652189255,0.07833503186702728,4858.0,0.9758939333065488
Sod1,0.1730857491493225,0.27665743231773376,3210.0,0.6448372840498192
Scaf4,0.06783055514097214,0.17605093121528625,4149.0,0.8334672559260747
Gm49708,0.0004456332535482943,0.011398700065910816,4970.0,0.9983929288871033
Hunk,0.00048791361041367054,0.014424005523324013,4971.0,0.9985938127762154
Mis18a,0.16177226603031158,0.26341545581817627,3292.0,0.6613097629570108
Urb1,0.01934075355529785,0.0961579903960228,4716.0,0.9473684210526315
Cfap298,0.11074762791395187,0.2177736759185791,3693.0,0.7418642024909602
4930534H18Rik,7.145792187657207e-05,0.0050417096354067326,4977.0,0.9997991161108879
Synj1,0.044413283467292786,0.1484687179327011,4431.0,0.890116512655685
Gm15965,0.0008004946284927428,0.021994048729538918,4969.0,0.9981920449979912
4930404I05Rik,4.662745777750388e-05,0.0032897975761443377,4977.0,0.9997991161108879
Paxbp1,0.12288963049650192,0.2432868927717209,3639.0,0.7310164724789072
Ifnar2,0.10978648066520691,0.24454747140407562,3873.0,0.778023302531137
Il10rb,0.14155490696430206,0.26332148909568787,3516.0,0.7063077541181197
Gm49625,0.001814323477447033,0.03312845155596733,4958.0,0.9959823222177582
A930006K02Rik,0.01678784377872944,0.09780619293451309,4779.0,0.9600241060666934
Ifnar1,0.24558992683887482,0.33777639269828796,2776.0,0.5576536761751707
Ifngr2,0.0020511257462203503,0.03606158122420311,4954.0,0.9951787866613098
Tmem50b,0.04117516428232193,0.14918740093708038,4515.0,0.9069907593411008
Dnajc28,0.0009737939108163118,0.02225501835346222,4967.0,0.997790277219767
Gart,0.1428028792142868,0.2447538673877716,3461.0,0.6952591402169546
Son,0.7171891927719116,0.44919276237487793,827.0,0.1661309762957011
Donson,0.11019418388605118,0.22745081782341003,3770.0,0.7573322619525914
Gm10785,0.0050734891556203365,0.049965959042310715,4909.0,0.9861390116512656
Cryzl1,0.05176516994833946,0.15429364144802094,4349.0,0.8736440337484934
Itsn1,0.010744800791144371,0.0744873434305191,4842.0,0.9726797910807553
Atp5o,0.9647118449211121,0.4730353355407715,615.0,0.12354359180393733
Mrps6,0.3502548038959503,0.3902299702167511,2251.0,0.4521896343913218
Slc5a3,0.03368792310357094,0.14151866734027863,4607.0,0.9254720771394134
Gm16310,0.001300664502196014,0.024969425052404404,4961.0,0.9965849738850944
Smim11,0.23855771124362946,0.3127416968345642,2705.0,0.5433909200482121
Rcan1,0.013524012640118599,0.0773058831691742,4794.0,0.9630373644033748
Runx1,0.039380673319101334,0.1429593861103058,4520.0,0.9079951787866614
Setd4,0.016729550436139107,0.09426473081111908,4776.0,0.9594214543993572
Cbr1,0.039313264191150665,0.14069223403930664,4503.0,0.9045801526717557
Cbr3,0.0007833459530957043,0.020605910569429398,4967.0,0.997790277219767
Dop1b,0.04015954211354256,0.14158639311790466,4498.0,0.9035757332261952
2310043M15Rik,0.0002818373031914234,0.01129409484565258,4974.0,0.9991964644435516
Gm30881,5.3457129979506135e-05,0.003771664574742317,4977.0,0.9997991161108879
Morc3,0.11733003705739975,0.22765249013900757,3654.0,0.7340297308155886
Chaf1b,0.12127892673015594,0.2274141013622284,3622.0,0.7276014463640016
Hlcs,0.022857720032334328,0.1034453809261322,4675.0,0.9391321815990358
Ripply3,0.008499283343553543,0.060928136110305786,4863.0,0.9768983527521092
Pigp,0.17664161324501038,0.2854715883731842,3222.0,0.6472478907191643
Ttc3,0.11875041574239731,0.24077357351779938,3693.0,0.7418642024909602
Vps26c,0.0526675209403038,0.15697439014911652,4320.0,0.8678184009642427
Dyrk1a,0.046677328646183014,0.1524943709373474,4415.0,0.8869023704298915
Erg,0.0007912563742138445,0.017935510724782944,4966.0,0.9975893933306549
Ets2,0.055030807852745056,0.17008793354034424,4348.0,0.8734431498593813
Gm15340,0.0007750963559374213,0.020950835198163986,4969.0,0.9981920449979912
Psmg1,0.07230322062969208,0.17178282141685486,4060.0,0.8155885897950984
Brwd1,0.060653503984212875,0.17324993014335632,4265.0,0.8567697870630775
Hmgn1,0.15792953968048096,0.30312472581863403,3614.0,0.7259943752511049
Wrb,0.011609872803092003,0.0738980621099472,4816.0,0.9674568099638409
Lca5l,0.0005241556209512055,0.013576218858361244,4969.0,0.9981920449979912
B3galt5,0.0060598161071538925,0.05527085065841675,4907.0,0.9857372438730414
Igsf5,0.007047275546938181,0.05727655068039894,4881.0,0.980514262756127
Dscam,0.036548320204019547,0.12598201632499695,4484.0,0.9007633587786259
Gm32509,0.0004507246194407344,0.012834800407290459,4971.0,0.9985938127762154
Gm32432,0.00032865870161913335,0.018237274140119553,4976.0,0.9995982322217758
Bace2,0.014531935565173626,0.09034164249897003,4816.0,0.9674568099638409
Ripk4,0.0005929766921326518,0.015780460089445114,4970.0,0.9983929288871033
Prdm15,0.010150381363928318,0.06866012513637543,4840.0,0.9722780233025311
C2cd2,0.0205826573073864,0.1090557873249054,4743.0,0.9527922860586581
Zbtb21,0.031716495752334595,0.1292903870344162,4601.0,0.9242667738047409
B230307C23Rik,0.10405686497688293,0.22373394668102264,3838.0,0.7709923664122137
A630089N07Rik,0.027004357427358627,0.10946402698755264,4604.0,0.9248694254720772
Scaf8,0.10381301492452621,0.2197086662054062,3806.0,0.7645640819606268
Gm49797,0.003162215230986476,0.04002063721418381,4936.0,0.991562876657292
Tiam2,0.0010427222587168217,0.01941302977502346,4958.0,0.9959823222177582
Tfb1m,0.04337086156010628,0.1341799646615982,4388.0,0.881478505423865
1700102H20Rik,9.272665192838758e-05,0.004916660487651825,4976.0,0.9995982322217758
Arid1b,0.07115683704614639,0.1849270761013031,4139.0,0.8314584170349538
Tmem242,0.10402115434408188,0.21322546899318695,3767.0,0.7567296102852551
Zdhhc14,0.001800267375074327,0.02895430475473404,4954.0,0.9951787866613098
3300005D01Rik,0.01381948683410883,0.08106773346662521,4797.0,0.9636400160707111
Snx9,0.2225169688463211,0.3106303811073303,2887.0,0.579951787866613
Synj2,0.019494466483592987,0.0973513200879097,4733.0,0.9507834471675372
Serac1,0.006517138797789812,0.05791107192635536,4900.0,0.9843310566492567
Gtf2h5,0.5720454454421997,0.42802557349205017,1293.0,0.2597428686219365
Tulp4,0.05091182515025139,0.15968871116638184,4363.0,0.8764564081960626
Tmem181a,0.06629610061645508,0.1748408079147339,4179.0,0.8394937725994375
Dynlt1a,0.022044509649276733,0.09951797127723694,4680.0,0.9401366010445962
Dynlt1b,0.05137195810675621,0.1499224305152893,4321.0,0.8680192848533548
Dynlt1c,0.013178031891584396,0.07623506337404251,4797.0,0.9636400160707111
Dynlt1f,0.012811888009309769,0.07782667875289917,4806.0,0.96544797107272
Sytl3,0.1395079344511032,0.26336419582366943,3560.0,0.7151466452390518
Ezr,0.7207105159759521,0.4621407091617584,942.0,0.1892326235435918
4933426B08Rik,5.1885184802813455e-05,0.0036607561632990837,4977.0,0.9997991161108879
Rsph3b,0.04620082303881645,0.1441308557987213,4391.0,0.8820811570912013
Gm49719,0.002048511989414692,0.03178979828953743,4954.0,0.9951787866613098
Tagap1,0.004615518730133772,0.047825705260038376,4917.0,0.9877460827641623
Rnaset2b,0.41152819991111755,0.39472970366477966,1800.0,0.3615910004017678
Rps6ka2,0.0010147556895390153,0.023983731865882874,4967.0,0.997790277219767
E430024P14Rik,0.005167910363525152,0.04869566112756729,4904.0,0.9851345922057051
Tagap,0.052378829568624496,0.18695902824401855,4470.0,0.8979509843310567
Rsph3a,0.050484076142311096,0.15083590149879456,4340.0,0.8718360787464845
Gm1604a,0.0,0.0,4978.0,1.0
Rnaset2a,0.4515427350997925,0.4110608994960785,1643.0,0.33005222981116916
Fgfr1op,0.04608839750289917,0.1463281661272049,4399.0,0.883688228204098
